"cpi","deg","keymap"
29.8185928891475,-24.1312403365342,1
40.9508247744649,7.21853399939763,1
47.7218747514322,35.4004940986374,1
35.3580802200675,4.95127880767204,1
34.6490773863334,-21.7808873255521,1
27.0662079305613,14.3235241438464,1
58.1774904782872,-33.7587892264062,1
43.8521985089816,12.6986049897699,1
21.2916257655509,-2.04832395785906,1
34.3933013640909,9.97686870050748,1
63.8518488490228,-19.1533324949179,1
30.9560239637274,-28.7003479490043,1
61.6272042591715,71.5183554015206,1
37.1313770668514,-19.0757034335558,1
36.8843529414576,-41.0420031091827,1
15.5489516252084,16.0153932446544,1
49.3920922221267,-26.9847987460794,1
23.5536737756156,-47.6249068296014,1
21.4671665252208,38.0209781872376,1
25.9754599142205,-32.5039574693758,1
9.65767611419239,29.6707012671069,1
18.428348430254,-17.1760584231779,1
14.6336511066721,16.2254925151999,1
53.4735884016432,-11.1499027097,1
35.3501561896817,41.9486657770095,1
28.0642567286661,-36.0547671615416,1
58.8474698595935,44.686459881707,1
46.7326102790526,-19.0425651561314,1
38.3750790110723,-13.9667880662195,1
35.3648088880287,7.7045344895107,1
22.2696643421637,18.8718770356269,1
14.7869462466639,-3.79602068126609,1
34.1593096853624,-65.4510355719327,1
42.7624478349533,18.5191070574459,1
23.4291251132305,15.4759155547606,1
41.2997690491427,-31.8313697392767,1
40.0982449259942,40.1499623767844,1
37.2563460347888,35.5413357719693,1
29.9412710781537,26.641675832176,1
66.4487520308326,51.2481769890586,1
36.6316181453224,14.1564369269145,1
52.310516285298,-72.6977730425282,1
51.9020337410609,-2.50337460174738,1
26.0715430203303,-16.5407491877924,1
58.9942547113386,-13.2050307105896,1
31.7854711236996,9.64108270180983,1
39.3870253438007,-0.99213473089464,1
17.6824115278358,3.32433331827771,1
44.3083484283213,77.8717866906413,1
39.6115016562414,-20.2382233139626,1
-2.48743353330138,38.307489784169,1
23.1375774401347,22.4889569052692,1
46.355608634151,-6.40733804888715,1
37.2163176449385,44.6273325173729,1
49.6555104937253,40.7556665238435,1
55.0154581923521,18.5142753107009,1
22.1574050606489,40.4449228067012,1
43.4743615738364,-27.6350207046656,1
40.5637582169905,-4.38300341439681,1
49.44712960693,-37.79552152723,1
37.3265623599777,10.416861148812,1
34.5605320557832,-34.2295570191562,1
34.9879933349792,-16.3591051693955,1
16.0006654791282,-2.47140438090532,1
58.3817908200789,-11.0446596132405,1
11.9129889966842,-71.4138472410541,1
28.1862266240282,-9.06096239432151,1
58.1962633426757,8.87337994892183,1
49.7255035731255,-49.2091234850538,1
33.8638550936497,17.2084741168265,1
32.809344196651,-48.6518885392344,1
25.9333084053462,-9.2483950085702,1
33.1978854813926,-3.51632481835909,1
12.7902688104029,8.1763903127584,1
32.2852670427098,12.3021794128204,1
41.42445452939,63.7370241518063,1
46.5806977060952,-10.2353117687576,1
30.741187575928,11.9743458919214,1
-15.665331785755,-49.0169133826693,2
-60.0344740022353,-22.9327109347943,2
-19.0716046479801,-25.2268084089025,2
-60.1529219540502,65.3168592140846,2
-53.9253819229643,64.8032507939024,2
-34.9566770741455,24.8621259260444,2
-34.3173176562612,5.71964227134349,2
-26.8327385927844,-21.4838027340324,2
-13.1110077056147,46.2888924976566,2
-10.1966307792134,14.0626862864304,2
-48.2868354302422,-50.0790098209213,2
-34.7747974660504,3.8210735566398,2
-33.0452179094575,-23.0721842504165,2
-38.5342056775457,-16.3429784361535,2
-29.4539297770379,35.8984916923088,2
-26.5740936222806,-10.078035532571,2
-13.9231131531531,2.93381387016886,2
-17.6345939567134,19.844032131276,2
-31.7390807017866,-9.08337947148281,2
-24.060515447234,8.75712303278328,2
-29.6020189469409,11.3457366971631,2
-9.94347733043092,-29.1562109400872,2
-41.5121375771521,-31.5895917355073,2
-37.9995964052505,-8.77388947834625,2
-37.7611968465561,4.86202681558992,2
-25.8472169127696,-34.9910436740182,2
-46.7443036344364,-4.0866223223572,2
-59.2062150038902,40.8800424061225,2
-40.1289546693329,4.91712574876851,2
-37.2509828526598,4.39529176371919,2
-36.84329219242,-29.2769376514914,2
-57.6904152657833,-20.1587205545657,2
-17.4736735631291,-75.4051293461298,2
-35.2888739483765,6.54807923576199,2
-59.9966316871637,2.78232618812925,2
-50.9903032360968,21.1598914674352,2
-60.0229772635285,-59.0394382797799,2
-31.5993297481787,-48.1654748157573,2
-33.9029576718069,70.1326647553783,2
-18.1683881252963,-70.1565552820579,2
-40.4598515821129,-48.6593581605728,2
-33.0021213627552,20.0182950140425,2
-33.4530797490725,13.0012175274971,2
-8.87589045842774,-18.4659075670997,2
-9.70315341746549,29.8069431586774,2
-34.9783346555542,-16.9014236834289,2
-53.157945300472,-45.7713169296313,2
-47.9514152307815,-21.4930167226493,2
-67.9922481672833,-2.48693739170895,2
-65.2106140776087,-4.94823480464205,2
-48.3662997883181,5.59833761413242,2
-16.0037240179422,-6.99944158864146,2
-40.8295621409119,28.5085592416411,2
-48.1914290731783,-1.55945169291668,2
-21.9136708251787,-13.8494312117966,2
-43.6575551940093,14.9165253394529,2
-24.2983578534176,22.6050429110371,2
-38.6824977866646,6.36541513470071,2
-33.6521082189084,-13.0659806700004,2
-12.7430964546742,10.8549524271192,2
-47.4366151435453,-27.7889870912377,2
-46.5724886702639,37.5714928880872,2
-33.9323623896601,47.189388838488,2
-31.1785277044974,23.8824544410222,2
-41.6564934357255,-44.2886894529275,2
-40.610271122411,-8.98018341249838,2
-54.3676067641898,0.335411991723337,2
-40.4430615512298,17.1445795840208,2
-20.0733107262184,-14.7455784735767,2
-41.8970575778012,-55.5505615874225,2
-7.77379469653463,17.1986885796884,2
-26.9158291329701,43.0893123512558,2
-77.791893119541,-29.4199345859673,2
-15.7982632377672,-68.8497504092387,2
-45.9315673090189,40.5885862742849,2
-64.0020694977583,-11.2579714518816,2
-40.6983260095408,30.8092026309271,2
-69.9952985837722,-47.485751919034,2
-24.1240834438418,-11.7316790502025,2
-32.6156107364497,-6.99974531276015,2
-34.3010868582369,-28.7971385846278,2
-29.434835788772,-6.3061755685933,2
-31.805247377648,38.6501399486156,2
-33.9327499836901,17.8781361033652,2
-40.3084514428263,5.57317623830705,2
-36.6520465926505,27.0659899429812,2
-29.171592689531,47.3119894242425,2
-48.2053656594264,36.4565493356999,2
-23.8786154272644,-1.53007749585823,2
-41.5312447385985,33.7662868494431,2
-24.7903289792479,48.8103194860474,2
-49.5634498463929,20.8963297752581,2
-28.4026701714214,-10.7969146065956,2
-38.6912105953871,63.613845211884,2
-34.2446486298629,13.9522922680972,2
-31.1500187743136,15.8600466990833,2
-30.4288487988931,5.88359221646685,2
-42.5548531528723,-51.9148379546074,2
-55.4924724015222,-3.18368871584764,2
-59.3199238475922,-10.3620670434425,2
-26.2308710479238,42.4704468568906,2
-30.3139633054709,-32.8832655621407,2
-52.3201400345374,37.4061481172894,2
0.553158071968227,-88.6103972943156,2
-17.4385882520283,32.9067602757273,2
-37.5210008590572,6.89041768780486,2
-22.1707989799865,19.9045204116564,2
-74.3818172342907,-30.3036806434207,2
-61.2861800180219,-52.3473554336741,2
-19.7210046177853,65.4135032705319,2
-19.6903519723627,-38.8322744299124,2
-43.3540100094386,24.1484417765852,2
-26.4930031949225,50.1172533048551,2
-41.2791629401856,37.8032677752337,2
-27.9089229893055,2.34351650420373,2
-31.701211847014,-22.4134123935902,2
-46.3334351475772,-15.7465577860007,2
-58.2530901102003,-30.0741687541014,2
-34.3141165229313,9.85545260386293,2
-22.0844249919324,19.2055084167462,2
-31.7869878632837,-49.2925389251986,2
-25.516040132069,23.6772304676057,2
-23.172337474019,7.70511126347177,2
-15.7535533198782,22.1819068314557,2
-51.2427837965795,19.8935348537514,2
-30.9127412727702,-39.1150739387419,2
-58.241856899423,-10.1564728625028,2
-25.6587073851935,-30.118712581703,2
-13.3556740637318,-2.345687243142,2
-12.4671745371942,10.6384834605477,2
-27.5524767017272,-6.20859508552824,2
-20.2080416875451,20.1992614386452,2
-13.2520824253259,30.1493109929775,2
-41.588130661342,-45.4309169801531,2
-40.9821241090341,21.65854364324,2
-31.1304855294207,13.946534203221,2
-39.1859201174643,-47.5410122862084,2
-43.9759427638388,-15.2308042790008,2
-34.0833042991132,-12.9912312992791,2
-49.6993901678459,12.3619295754662,2
-57.0601358130811,-22.5343505231732,2
-62.0312762445029,36.063768279286,2
-35.4291076529764,21.0114052523961,2
-54.0346619907452,1.65728262813317,2
-45.9032631401928,40.2473154880558,2
-32.3822799168034,32.8642049434779,2
-52.9916386097315,6.9633507629606,2
-24.1215683599113,41.2302062395075,2
-41.5124579492516,-28.7300226951014,2
-26.2959783709632,-1.59677161949602,2
